time[s],x_ref,y_ref,z_ref,x_act,y_act,z_act,rmse_x,rmse_y,rmse_z,rmse_total
7.91,0.0,0.0,0.0,0.09654156354614878,0.03697745760813338,-0.025007556175659605,,,,
7.92,0.0,0.0,0.0,0.09392959887459856,0.0334885109666504,-0.025006346929061243,,,,
7.930000000000001,0.0,0.0,0.0,0.09121956461765326,0.029981461725303027,-0.025005239131657163,,,,
7.94,0.0,0.0,0.0,0.08840643576597158,0.026457329969561516,-0.025004466445047235,,,,
7.95,0.0,0.0,0.0,0.08549092661366096,0.02291826824089833,-0.025004408666973545,,,,
7.96,0.0,0.0,0.0,0.0824781864268243,0.019367090231975834,-0.025004728480353188,,,,
7.97,0.0,0.0,0.0,0.07937334526360355,0.01580650328863355,-0.025005086316661984,,,,
7.98,0.0,0.0,0.0,0.07618106583673481,0.012239066702592661,-0.02500531218959934,,,,
7.99,0.0,0.0,0.0,0.07290409599648083,0.008667131965759066,-0.025005318112705458,,,,
8.0,0.0,0.0,0.0,0.06954313854733371,0.00509299957856296,-0.025004938698500727,,,,
8.01,0.0,0.0,0.0,0.06609662694623107,0.0015190885974426444,-0.025004293588817676,,,,
8.02,0.0,0.0,0.0,0.06256273509330565,-0.0020518757979571833,-0.02500350868663679,,,,
8.03,0.0,0.0,0.0,0.058940455479261716,-0.0056168788409605725,-0.025002935883179055,,,,
8.040000000000001,0.0,0.0,0.0,0.05523439572409248,-0.009173156462537838,-0.025003351615213838,,,,
8.05,0.0,0.0,0.0,0.05145285808978734,-0.012718465927436468,-0.025003984660977033,,,,
8.06,0.0,0.0,0.0,0.047600630702229856,-0.01625030605028509,-0.02500410338147102,,,,
8.07,0.0,0.0,0.0,0.043679702311254405,-0.01976564978096233,-0.025003736342238812,,,,
8.08,0.0,0.0,0.0,0.03969167735728444,-0.023261204605708408,-0.025003403008075877,,,,
8.09,0.0,0.0,0.0,0.035639791992653096,-0.026733949999927068,-0.025003216935453716,,,,
8.1,0.0,0.0,0.0,0.031527212596143654,-0.03018068590776255,-0.025002969740787025,,,,
8.11,0.0,0.0,0.0,0.02735721819289002,-0.033598074308481135,-0.025002696037294922,,,,
8.120000000000001,0.0,0.0,0.0,0.02313320416338977,-0.03698260288808733,-0.025002400377915235,,,,
8.13,0.0,0.0,0.0,0.0188588084951261,-0.04033063513550136,-0.025002047873452046,,,,
8.14,0.0,0.0,0.0,0.014538102377959963,-0.04363860714421592,-0.025001840344175137,,,,
8.15,0.0,0.0,0.0,0.01017590410546314,-0.04690337513524223,-0.025001701415792988,,,,
8.16,0.0,0.0,0.0,0.005776823057680188,-0.05012132385401656,-0.025001384087137403,,,,
8.17,0.0,0.0,0.0,0.0013453769728002196,-0.05328821007388455,-0.025000900365776003,,,,
8.18,0.0,0.0,0.0,-0.0031135587398365802,-0.05639968693748322,-0.024999992182519255,,,,
8.19,0.0,0.0,0.0,-0.007597716317877976,-0.05944287732972227,-0.024999824753094108,,,,
8.2,0.0,0.0,0.0,-0.012100558747605124,-0.06241222687517835,-0.024999117801738652,,,,
8.21,0.0,0.0,0.0,-0.016614976680462523,-0.06529965173067205,-0.024997745775004073,,,,
8.22,0.0,0.0,0.0,-0.021134286437466437,-0.06809154839344805,-0.024998418228755367,,,,
8.23,0.0,0.0,0.0,-0.025649296996772254,-0.07080081514878,-0.02499775081785438,,,,
8.24,0.0,0.0,0.0,-0.030150892909000023,-0.07343616155682298,-0.024993928983505952,,,,
8.25,0.0,0.0,0.0,-0.034630603272682976,-0.07596614572116334,-0.024995446449056057,,,,
8.26,0.0,0.0,0.0,-0.0390818431931812,-0.07841910322049042,-0.024998255190656245,,,,
8.27,0.0,0.0,0.0,-0.04349892471820541,-0.08083038495717883,-0.025000205296138937,,,,
8.28,0.0,0.0,0.0,-0.047888532423988835,-0.08320790963693094,-0.02500006353096872,,,,
8.290000000000001,0.0,0.0,0.0,-0.05225000924516709,-0.08554221583207164,-0.025001139220644623,,,,
8.3,0.0,0.0,0.0,-0.05657200785806684,-0.08780731107814964,-0.02500207776633824,,,,
8.31,0.0,0.0,0.0,-0.060846256967287224,-0.08999527509875252,-0.02500202805229755,,,,
8.32,0.0,0.0,0.0,-0.06506678603250542,-0.09210391468341368,-0.02500207434615914,,,,
8.33,0.0,0.0,0.0,-0.06922934570835132,-0.09413359512675906,-0.025002426030322163,,,,
8.34,0.0,0.0,0.0,-0.07333082785210919,-0.09608592930904583,-0.025003033383395195,,,,
8.35,0.0,0.0,0.0,-0.07736976806708995,-0.09796415808074624,-0.02500385287220957,,,,
8.36,0.0,0.0,0.0,-0.08134592788611737,-0.09977241012509674,-0.025004809372400832,,,,
8.370000000000001,0.0,0.0,0.0,-0.08525961104776733,-0.10151486889029117,-0.025005692783850886,,,,
8.38,0.0,0.0,0.0,-0.0891106582312271,-0.10319477425298519,-0.025006316113809844,,,,
8.39,0.0,0.0,0.0,-0.09289788840264733,-0.1048140228095822,-0.025006813730389203,,,,
8.4,0.0,0.0,0.0,-0.09661870155589135,-0.10637305618300688,-0.025006763626449432,,,,
